text,y_true,wrong_LogReg,wrong_SVM,wrong_NB,wrong_RF,wrong_RoBERTa,wrong_DistilBERT,wrong_BERT
"""Girl in Hyacinth Blue,"" like ""Girl With A Pearl Earring,"" explores the legacy of Dutch master painter Jan Vermeer. It is a fictitious account revolving around the discovery of a previously unknown Vermeer painting as viewed from several historical eras as the painting falls into the hands of new owners (done in reverse chronological order). The novel begins in the present, with a German math teacher confiding to a colleague about his father's stolen Vermeer, dubbed ""Girl in Hyacinth Blue."" The rest of the novel is a series of short stories that trace the lineage of the painting: the Jewish family in Antwerp that Otto Engelbrecht (the father of Cornelius, the math teacher) had stolen the painting from, an adulterous Frenchwoman in exile, a husband remembering his first love, a Dutch family in 1717 that rescued an infant in a flood, the father of the infant, and finally Vermeer's inspiration for the painting. Full of lush details that bring the various historical eras into sharp focus, Vreeland's descriptions paint the fictitious ""Girl in Hyacinth Blue"" not only as a remarkable painting (""certain brush strokes subtly changed their tint,"" ""the russet of the girl's skirt glistened like maple leaves in autumn sun,"" ""creamy yellow light the colour of the inner petals of jonquils illuminated the girl's face and reflected points of light on her shiny fingernails,"" ""the blue in the girl's smock, which hung in graceful folds of that luscious deep blue of the early hyacinths when the blooms are just beginning to open""), but as a captivating presence in the lives of its owners. Sweeping across several generations and owners from all walks of life, ""Girl in Hyacinth Blue"" is a fascinating read about the impact of true art on daily life, and the legacy of a truly gifted painter.",1,False,True,False,True,False,True,True
"Stove pipe hats off to Louis Bayard for this unique and beguiling perspective of the early years of one of America’s most beloved Presidents Abraham Lincoln. The story is cleverly written through the eyes of the two people closest to him: a young politically minded Mary Todd and his beloved friend and roommate Joshua Speed.  The novel begins in 1839 and takes place mostly before Lincoln became president. It is told solely from Mary and Speed’s perspectives, both of whom paint Mr Lincoln in a sometimes unflattering, but always very humble and human light.  Joshua Speed is Lincoln’s landlord, friend and through circumstance, bedmate – beds being hard to come by for poor bachelors like Lincoln and therefore often having to be shared. They become fast friends and to many on-lookers almost like an old married couple, often finishing each other’s sentences and telling stories in perfect synchronicity. Speed always has in his mind that he and Lincoln will remain eternal bachelors together until a would-be matchmaker reminds Lincoln that any aspiring politician needs a wife. When Lincoln meets the enigmatic and politically minded Mary Todd, Speed realizes all he is about to lose.  Mary Todd is a sharp-witted and fiery woman with a mind for politics, which is something we are not used to seeing given most accounts paint her as a melancholy and difficult. Panicked by the thought of “entering the vale of spinsterhood,” at age twenty she travels from Kentucky to her sister and brother-in-laws’s home in Springfield with the “grim and single-minded resolve” of landing herself a husband. There she will meet the awkward and socially inept man of few words, Abraham Lincoln. One can definitely say that it’s not love at first sight for the pair, but as with all great love stories, it takes time to grow.  As Mary starts to get noticed in Springfield, a young Lincoln makes fumbling attempts to woo her guided by advice from his “dandy” friend Joshua Speed. Once Mary and Abraham get past the early obstacles (some caused by Speed), they begin to steal away for “unchaperoned tête-à-têtes,” but when their liaisons are discovered, the upper society of Springfield is scandalized by their secret engagements.  Bayard, as with all his novels, is the master of suspense. And even though many of us know how the story ends it still will keep you on the edge of your seat from the first to the last page. “Courting Mr Lincoln” is a truly moving novel about three extraordinary people and how their lives intertwined for better or for worse.",1,False,False,False,False,False,False,False
"I wanted to like this book and I really tried, but by page 244/Chapter 28, I had to throw in the towel. It was time to admit defeat and allow myself to just not finish the book. I stopped reading and read another book and then came back to Io - twice - and still couldn't find the pace any more pleasant.  I like the premise here and the idea very much. Aliens stranded on Earth for millions of years, cohabitating within our minds and bodies undetected until recently. Now battling amongst themselves and humans taking sides and casualties as a result. I like the fact that it takes place in India and has an Indian centric take on things like geography, food and attitudes toward life. This is totally my kind of story.  My problem is with the very slow, plodding pace. Long drawn out conversations that rehash events we already witnessed through the action scenes, repetitive scenes of mundane things - how many descriptions of Ella training in a gym and being unable to measure up do we need or kowtowing of peons to Shura and her Quasing alien as a religious icon? In the end, the world building and background of the aliens is the story I really wanted and there was so little of it that I just lost interest.",0,False,False,False,False,True,False,False
"Absolutely amazing book. It is jammed with pictures and history and is truly impressive. This matches up to the standards of the Life series of picture book, with incredible never seen before photography and facts. This would make a terrific holiday present, especially for the WWII veterans in your life. But honestly, I have a son in the military who is in his early 30's who would love this just as much or even a younger child to show them the horrors of war. It makes a great coffee table/conversation piece book. I definitely recommend this for yourself or for someone you love.",1,False,False,False,False,False,False,False
"I got this and two other joke books for my poor, “bored” and quarantined 15 year old. I hear giggling when he’s reading it so it must be good. I asked him “whatcha laughing about?” The reply is “just reading a book, mom.”   When you can keep a book in the hands of a 15 year old boy, whose sole purpose in life is to be the greatest gamer in the world, you deserve a medal or a trophy! He remembers the jokes. That means he’s capable of remembering things like trash day. Thank you for keeping a book in his hands!",1,False,False,False,True,False,False,False
"We have had Allot of rescue dogs through the years, some have been a disaster cause we didn’t know what we where doing, And we suffered through the young years of a puppies crazyness, But we never put our dogs in the back yard just to bring them food and water. They where always a member of our family.. If we had this book earlier it would have made the process much easier for us, and probably the puppy, or a dog that was a few yrs older. This is the first book I have found that is from start to finish on getting a puppy and how to be Prepared on what you need to have When you bring your new dog home. How to assimilate him/ her to the new home, and set the new ground rules in A loving way.  This is layed out what looks like to be easy to follow if your consistent, and loving. Just read P.7 on training makes this easy to read, even on crate training your puppy, so you dont come home to your House torn apart. But your puppy also needs his own space, his safe place. What your goal are,  socializing, teaching 5 essential commands, jump up , chewing, house breaking etc. Our biggest problem has always been house breaking a puppy, and not to chew our furniture. I can remember waking up one morning to my daughter trying to sew up our new down livingroom couch that her big dog Chewed the corners of the cushions!  Our dogs have always ended up sleeping with our kids or us. We all loved it, but for us a big dog can make a king size bed Seem small at times...Now I would put there Doggie bed on the floor right near our bed.. Its sometimes  just simple answers that make it easy to solve your doggy problem, but be Consistent from the start, and Have the ground rules with your kids also.  I would recommend this book  to any new, or older dog owners that is bringing home a puppy, or older dog.. I got this book as we are older now, and want to adopt a older dog, and to make this a easier journey for us, and the dog. Btw, with this pandemic happening we can’t find a older dog. So many people are becoming dog owners, or adding Rescue  dog into there homes, which is a wonderful.  5 stars",1,False,False,False,False,False,False,True
"This brilliant young lady / Chess Master, has written a worthy guide for self- teaching or teaching others, young and old, to learn and become passionate about playing Chess !! Excellent purchase!! 😄",1,False,False,False,False,False,False,False
I was really really mad about these Emoji tattoos because they only come with 8 in it. It did not say on line that and there package was small and I thought it came with a book of emojis instead of 8. I would never buy these again.,0,False,False,False,False,True,False,False
"Leonard Kniffel grew up in Michigan with a Polish grandmother who immigrated as a young woman. This instantly resonated, as my grandmother also immigrated from Poland as a child, and many of his memories of large Polish family gatherings, Polish mass, and family life rung so true to my own. At twenty-five, I am finally embracing my Polish heritage, in no small part inspired by this book. Leonard lands in Nowe Miasto Lubawskie, the town near where his grandmother is born, and quickly makes a network of local friends: Adam, a local entrepreneur and his new landlord, the elegant and sensual Pani Wituchowska, with her memories of grandeur before the war, local journalists Ryszard and Grazyna, the mayor, and innumerable relatives that he discovers on his quest to trace his grandmother's roots in Sugajno. The touching narrative is filled with bittersweet images of modern Poland, of its Communist legacy and strong will to survive, fervent Catholicism, and the legacy of Jewish indifference: a good part of the novel traces the author's struggle to divine what happened to the headstones in the local Jewish cemeteries, and he is shocked by how the Polish Jewish history seems to have evaporated into thin air. Most importantly, he reconnects with his Polish roots in a visceral way, embracing Polish cuisine (hunting for wild mushrooms in forests with Adam's mother), culture, and storytelling. A wonderful tale of family, friendship, being a stranger in a strange land, and rediscovering the important things in life. Dziekuje bardzo!",1,False,False,False,False,False,False,False
"Sorry, but this book was so depressing & I didn't like the style of writing nor any of the characters. Bummer!",0,False,False,False,False,True,False,False
VERY disappointed!!! The images are dark and grainy. Not at all like the images in the listing. I've never seen a calendar so dark. Soooooooooooooo disappointed!!! Would not recommend purchasing.  I will never again and regret buying this one.,0,False,False,False,False,True,False,False
"Unlike the song ""The Deep"" this book is shallow. You will enjoy the more than this book.",0,False,False,False,False,True,False,False
"There are a few good sections in this book (mainly the chapters that deal with WebLogic and the appendices of primers and reference material that comprise Section 6).  However, considering that this book weighs in at over 1000 pages, its mainly fluff or glib (but not helpful), with too much material that states the obvious. Much of the fluff is found in Section 1 (The E-Commerce Landscape), and Section 2 (Architecting Java-Based E-Commerce Systems) was, in my opinion, a glossed over, high-level overview that was used as filler. Sections 3 (B2C E-Commerce Solutions) and 4 (B2B E-Commerce Solutions) have a few interesting chapters in each.  My main complaint here is that Section 3 is a mix of solutions and techniques, while Section 4 is purely solution-focused.  Section 5 (M-Commerce) is too light to be useful, and most of the material is already woefully out of date. My recommendation is to pass this book up and, instead, seek out single-topic books that address the subjects in which you're interested.",0,False,False,False,False,True,False,False
My grandson asked for this.,1,True,True,True,False,False,False,True
Very enjoyable reading....,1,True,True,True,False,False,False,False
"I really enjoyed Susan Vreeland's Clara and Mr. Tiffany.  It was a very well-written historical novel and provided a really interesting peek into the lives of women at the turn of the century, as they began to enter the male-dominated workplace and assert their independence.  Little snapshots of everything from the simple pleasure of riding a bicycle ('wheel') and romance at the turn of the century, to being a part of a creative team bringing to life an artists conception and contributing to a viable product.  I have always admired Tiffany Lamps, but have a whole new appreciation for them now.",1,False,True,True,True,False,False,False
"I like to finish a book with a &#34;wow&#34; - I'm afraid this time it was a &#34;whew&#34;.  I am still reeling from the story, which was a laborious account of a father trying to reunite with his sons, and a reunion of his sons with each other - long past the date of the expiration of the relationships.  As hard as you try, sometimes you just can't get family members to react in a way that conforms to the vision you are harboring.  Everybody has been working on his own agenda too long, and in this case - everyone is going off in his own direction.  This is an exemplary effort  at an epic novel;  the prose will cause you to stop and re-read passages.  The characters are clearly and intricately drawn, and illicit strong feelings of dislike or lack of empathy - my reaction.  For me to really get into a book, I have to find some common ground - some means to identify - and that was lacking.  &#34;Big, brilliant and terrifically funny&#34; is how this novel is described.  For me, it wasn't.  Some novels aren't for everybody, obviously!",0,True,False,False,True,True,False,True
"My babcia (grandmother) hailed from Zwierzyniec, Poland, and my great-grandmother happened to be a cook for wealthy Polish families. I fondly remember my grandmother making delicious sweet yeast breads (raisin, cheese, poppyseed and nut), plum dumplings with a sour cream sauce, crepes with raisins, coffeecakes, and cheesecakes. She would bake with cake yeast and farmer's cheese, making the recipes by feel. One of the great tragedies is that she never wrote down her Polish recipes; I inherited several boxes full of recipes she'd clipped from magazines and newspapers, but never found her recipes for the many wonderful baked goods and Polish comfort food. I have spent the last several years looking for a Polish baking book that would recapture my childhood memories of my babcia's baking, and finally found one in Polish Classic Desserts.  Peter Zeranski comes from a well-known name in Polish cuisine; his mother, Alina Zeranska, wrote [[ASIN:0882897098 Art of Polish Cooking, The]], still in print after more than 40 years and the first Polish cookbook I ever owned. Peter and Laura Zeranski's previous cookbook, [[ASIN:1589809610 Polish Classic Recipes (Classics Series)]], was a taste of home for anyone who grew up in a Polish household; staples like barszcz, zurek, bigos, golabki and pierogi (both sweet and savory) were rounded out with traditional sweets like szarlotka (apple squares), babka, poppy seed rolls, and chrusciki (commonly called angel wings), a traditional fried dough served on holidays.  Polish Classic Desserts, the sequel to Polish Classic Recipes, provides a wealth of additional Polish baked goods: mazurkas, babkas, cookies, tortes and cakes, pastries and specialty desserts with very little overlap from the first cookbook, making it the perfect companion. Like the first book, it is accessible and a joy to cook from, illustrated with gorgeous full-color photos for each dish. Scattered throughout the book are traditional Polish papercuts (wycinanki), Polish pottery and painted wooden Easter eggs.  Polish Classic Desserts enabled me to recreate the wonderful smells and tastes of babcia's kitchen, including kolaczki (these are NOT the same as the Czech kolaches that are staples in Texas; rather, Polish kolaczkis are a rich, flaky cookie with a jam filling) and Polish cheesecake. Fans of yeast breads will find much to rejoice in; there are some unusual babkas such as the saffron baba, enriched with citrus, raisins, and dark rum, as well as my beloved poppy seed rolls. The Fat Tuesday staple paczki, deep-fried jelly doughnuts, make an appearance, as do several other holiday confections like apple raisin cake, holiday gingerbread cake, and harvest cake. Another discovery was the pineapple and walnut bars; I'd fallen in love with a similar version in [[ASIN:1579128815 Heirloom Baking with the Brass Sisters: More than 100 Years of Recipes Discovered and Collected by the Queens of Comfort Food(TM)]] that used a combination of canned and dried pineapple, but the dried pineapple always seemed too sweet (and too hard). Here the combination of crushed pineapple and a lovely flaky dough make these the perfect breakfast (or anytime) treat.  Some of the stories behind the baked goods were especially poignant; I loved reading about how Peter's mother grew her own wedding bouquet and baked her own wedding cake (having never baked before); the staged photo of the finished cake very closely mirrored the photo of his mother's homemade wedding cake on the opposite page. There is also a papal cream cake dedicated to Pope John Paul II; his offhand reminiscence of a boyhood treat sparked a renewed interest in the kremowki (which is basically a napoleon).  Polish Classic Desserts offers nearly 50 recipes that will appeal to everyone; in addition to classic Polish yeast breads, cakes, and pastries, you'll find comforting bread puddings, elegant tortes, and a handful of adult beverages to round out the festive offerings. This is a beautiful tribute to the baking of our Polish grandmothers and deserves to be in your cookbook collection!",1,False,False,False,False,False,False,True
I got this book for my kindle.  I can't give a complete review because at chapter 14 the book froze and I can't read anymore.  I am 69 percent done and hanging.  Anybody else have a problem like this?  It's. the first time I've had any problem with a book.,0,False,False,False,True,True,False,False
"The subject matter was too adult and maybe too dry for the under 10 years of age set while the 28 page format was too short for the over 11 year old set. Extracted from the 70 page section of the author's epic and well received book The Guns at Last Light: The War in Western Europe, 1944-1945 (The Liberation Trilogy) Published in 2013. I was left wondering what the author's involvement was.",0,False,False,False,False,True,False,False
"Read a couple of Peter Helton's Chris Honeysett books first and really enjoyed them, then I read Four Below featuring DI Liam McClusky.  The two characters are so different and the general tone of the books is too. The Honeysett books are light and fun and have quirky, arty characters who dabble at crime solving and muck about with unreliable cars and ever so slightly shady characters.  McClusky on the other hand is a professional investigator, but he is also wonderfully flawed, quirky but not arty, follows his insightful hunches doggedly to an excellent nail biting resolution.  I would summarize the Honeysett character books as great snacks and Four Below (the only McClusky book I have read) as a totally enjoyable full meal of a mystery story.  I love mysteries and think Helton's books was very well done.  Four Below would make a great movie and I can't wait to read more McClusky mysteries!",1,False,False,False,False,False,False,False
"I went back and read TKAM before reading this.  I wish I'd stopped at the end of &#34;Mockingbird.&#34;  This new offering -- well, to be blunt, it just isn't that good of a read.  I could sympathize with Scout's (Jean Louise) conflicted feelings as she revisited her home, and discovered new sides to the people she loved.  These were the most interesting parts of the book.  But the conversations with Uncle Jack got really tedious -- if I met the man in person, he would be annoying at least, and might even seem to be mentally unhinged.  His endless literary and historical references added little to the story at hand.  Calpurnia?  We see her for about two pages -- disappointing.  And Atticus?  I just don't know how to feel about him -- and a better book would have more clearly explained his feelings and motivations.  I kept hoping this book would wrap things up nicely.  Not necessary redeem Atticus.  It wasn't mandatory to make him back into the hero we've all loved for fifty years.  But do &#34;something&#34; with him -- I was at least hoping to understand what made him &#34;tick&#34; by the end of this book.  He didn't have to turn out to be an angel, but it would have been nice to at least understand him, and to have his daughter understand him.  I didn't get that.  He seems to be a blank slate -- almost as annoying as Uncle Jack's endless ramblings.  If you're a &#34;Mockingbird&#34; fan, you might want to avoid this one.  I wish I had.",0,False,False,False,True,True,False,False
"Going into this one, I thought I would really like the story.  I appreciate novels with a Native American presence in a story, and I wanted this to really capture a good story overall.  Nope. I got halfway through and I had enough.  I'm not easily offended, but there is a scene that traumatizes a young man, and then traumatizes the readers every time he appears in the story.  Honestly, I got tired of hearing about his erection, his penis, his libido, and how to deal with it.  The amount of detail in this kid's storyline was just too much.",0,False,False,False,False,True,False,False
"The Surgeon's Daughter is set in the mid-1840s in London, England and Bologna, Italy.  Eleanore ""Nora"" Beady was a small child when renowned English surgeon Horace Croft attended her family for a serious illness.  Her parents and siblings died and he took Nora to his home so she could recover.  She never left.  Dr. Croft and his housekeeper Mrs. Phipps, raised Nora.  Being a curmudgeonly nonconformist, when Nora turned out to be very bright and very curious, Dr. Croft raised her up to be a doctor herself.  But no medical school would admit women and when Nora participated in a surgery with Dr. Daniel Gibson, who worked for Dr. Croft, she was exposed and publicly shamed.  A mentor, Dr. Pera of the University of Bologna, surfaces and helps Nora be admitted to the medical school there.  While women are not treated as equals, they may at least become doctors in Italy.  Mrs. Phipps accompanies Nora to Italy, leaving the aging Dr. Croft and Daniel, now definitively Nora's love interest and almost fiancé, to carry on the practice.  Throughout, this book is engrossing for its description of the practice of medicine in general and surgery in particular in the mid-nineteenth century.  Nora has come from England with significant knowledge of the use of Ether as anesthesia, cutting edge for the times.  But while in Italy, she has the opportunity to participate in Caesarian sections, which are not countenanced in England.  (There went my perception that these were way more routine than they were for hundreds of years!)  We spend time all through the book in London, where Dr. Gibson runs the children's wards of a hospital, in addition to his private practice, often dealing with the tragic illnesses that endangered particularly the poor, but could strike everyone. Nora deals with intense bias and disapproval from her male peers and professors, but her brilliance cannot be denied as she proves herself consistently.  This would not be a realistic novel at all if there were not many heartbreaking deaths, illnesses and surgeries.  We get a wonderful sense of the cultural differences and personas of Italians and this Englishwoman.  The characters are very relatable, including those we root for, those we loathe and those we waffle over.  The story was genuinely a can't put it down (or in my case, couldn't stop listening to the audio version) and it had a very modern feel as Nora dealt with the challenges of being female in a male profession, the various surges in killer viruses and infighting among medical professionals.  This is an entertaining book and an easy read, while educating us on some issues and advances of the period.  It has lots of intrigue, romance, life lessons, near disasters and real disasters to move the story along but it leaves us with lots to think about the era.  I was surprised to learn that the author is two authors who used Audrey Blake as their nom de plume.  As usual, I can't say much more without spilling the beans on the plot and subplots, so read The Surgeon's Daughter, okay?  Also, as to the audio version of this book, the narrator, Susan Lyons, was terrific!  Spot on with her characters and tone and inflection.  Loved listening to her.",1,True,True,False,True,False,True,True
This book is an advertisement for a coaching program that costs $1000.  DO NOT waste your money. The information provided is very general and will not help you.,0,False,False,False,False,True,False,False
"I'm probably one of the very few who purchased this cookbook without having ever actually SEEN the Great British Bake-Off or Nadiya on the small screen...chalk that up to several overseas moves and the last couple of years without a TV or cable. However, I was intrigued by the snippets of information out about her debut cookbook, and decided to preorder from the UK. Despite the lack of TV, I regularly follow the careers of former GBBO contestants and own cookbooks by several, including the excellent &#34;Crumb&#34; by Ruby Tanoh (one of my blog's top cookbooks of 2014) and Edd Kimber (&#34;The Boy Who Bakes&#34;).  I love a good curry (Meera Sodha's books are some of my favorites), but due to a hectic work/life balance, I really fall for doable, delicious recipes with easy results, and &#34;Nadiya's Kitchen&#34; delivers on both counts. Nadiya grew up in a British Bangladeshi family in Luton, where she taught herself to cook from cookbooks and YouTube videos. In 2015, she was chosen to appear on Great British Bake-Off and won. An audience favorite, Nadiya now has a spinoff BBC documentary &#34;The Chronicles of Nadiya&#34; as well as several book deals (&#34;Nadiya's Kitchen,&#34; the children's book / cookbook &#34;Bake Me A Story,&#34; as well as her first novel).  In her first cookbook, Nadiya collects familiar (British) favorites like the Full English (here presented as a frittata), meat pies, and cherry Bakewell with a hefty dose of the international (chilli cheese burritos, gnocchi with cheese, pine nuts and rocket, grilled halloumi with pomegranate salsa, kofta kebab, Asian-inspired seafood) as well as Indian and Bengali fare (meat samosas, korma, curry, kedgeree). True to her word, many recipes do come together quickly and are fairly simple. Thanks to the detailed step-by-step photographs for more involved recipes, even novice cooks can turn out a delicious dinner.  The chapters are arranged by theme rather than meal (teatime, dessert for dinner, dinner date, cosy evenings and midnight feasts, etc.), so it may take a bit of flipping to locate the recipe or type of dish you're looking for.  For this review, I made several recipes from &#34;Nadiya's Kitchen&#34; including the showstopping oven-roasted sweet tomato and Parmesan tart, mustard and kale mac and cheese, quick boiled egg curry, and sour cherry and almond Bundt cake. The tomato Parmesan tart has you essentially candy cherry tomatoes with a touch of sugar, balsamic and olive oil. If pressed for time, an all-butter refrigerated pie crust can be substituted for the homemade one. You first blind bake the crust before layering with half the tomatoes and adding a rich cheese-enhanced custard (I also added some sprigs of fresh thyme to add a little extra flavor).  This was absolutely lovely served with a simple green salad (and I actually prefer eating it cold rather than warm).  Next up was the quick boiled egg curry. I usually have a surplus of hard-boiled eggs in the refrigerator (I steam them in batches in my rice cooker), and am always looking for new ways to use them, so I loved the idea of adding them to a curry. You start by cooking down tomatoes, onion, and spices into a dry paste, then frying up the eggs separately. Two observations here: first, the amount of paste hardly seems generous enough for six eggs / several servings if you like your curry a bit heartier / saucier (I ended up with maybe 1.5 cups of sauce after cooking down, which would yield 1/4 cup per person if serving six as Nadiya recommends). Second, I had less success with frying up the eggs. You're supposed to score them then crisp in oil, but mine browned unevenly and didn't result in the crisp &#34;shell&#34; shown. I ended up using peeled hardboiled eggs and mixing them into the curry, and loved the final result.  The mustard and kale mac and cheese was a great update on a beloved classic; I added some panko breadcrumbs to the top as I love crunchy mac and cheese! If you can't find Coleman's mustard powder in your neck of the woods, French mustard or Japanese mustard powder is a respectable substitute. Kale being a tougher green, it froze and reheated beautifully and didn't turn slimy or mushy on reheating.  And as Nadiya is primarily known as a baker, how do the selection of baked goods hold up? The first recipe I tried was the sour cherry and almond Bundt, and it was every bit as gorgeous as the photo. My coworkers loved the balance of cherries and subtle hint of almond (the recipe uses both almond flour, although not entirely gluten-free, as well as almond extract). The crumb was moist and the cake held up well through several days of snacking.  There are also recipes for mocha macarons, homemade candy (peanut, black sesame and ginger brittle, chocolate-dipped honeycomb, candied orange peel, guava Turkish delight, salted pretzel fudge, speculoos hazelnut truffles), cookies galore (candied lemon, coconut and strawberry Anzacs, chocolate and date, matcha and milk chocolate), chocolate and hazelnut profiteroles, chocolate and star anise fondants, pavlovas and cream pies, nutmeg and orange baked cheesecake, raspberry jam puddle brownies, and a recipe for Her Majesty's Cake.  From comfort food (hello, mushroom, cheese and mustard croissants!) to more elegant fare (fresh sea bass fennel ceviche, crusted rack of lamb with aubergine bortha, crispy filo with seared tuna), &#34;Nadiya's Kitchen&#34; offers something for everyone, from beginning cooks to the more experienced.",1,False,False,False,True,False,False,False
"If this wasn't a book by Melissa Marr I would give it three stars instead of two, but since I've read her other work, frankly I think I'm being generous with the two stars  Yes, I know that sounds harsh.  And, yes, it is kinda mean.  But, seriously, this book is not very good when you compare it to the really great stories she's written before.  What I've liked about her writing the most is that her characters are so real, so human (even the inhuman ones) that it was hard to leave off in the middle of the book for mundane stuff like eating and sleeping.  Anyways, allow me to explain the many ways this book does not 'speak to me.'  1.  Hard to follow character jumps.  There are several characters introduced right off, several who are no longer living and whose stories are hinted at.  I can handle one mysterious character with broad hints but several really irk me.  2.  The main character - Rebekkah, is a mess.  She whines, freaks out and acts like a total Daphne (yes, that Daphne, from Scooby Doo).  For some reason the people around her put up with her dangerously erratic behavior, in fact, somehow it endears her to them.  Sadly, she's super important, so they have to prop her up and roll her out to do her job, it just doesn't make for a real compelling heroine.  3.  Byron, the love interest and protagonist - I just don't buy a wandering undertaker.  Sorry.  4. Frequent visits to the past.  Characters who frequently wander into Remember When land are treading on dangerous soil, storywise.  It often drags the story down and stalls the actions of the characters.  This was a prime reason that I started to lose interest in the television show Lost - too much backstory and infodumps.  5.  Repetitious.  Byron asks the sheriff to investigate a suspicious death about four times, each time receiving the same, illogical 'no, natural causes.'  6.  More repetition as Byron fights with Rebekkah about being a couple.  Byron fights with his dad about information.  Byron is just pretty feisty the whole book.  7.  Strange names, they're all the rage now, but still, Amity, Maylene, Daisha, Cissy, Byron?  8.  A lotta disbelief, even after the weirdest things happen.  9.  Byron has to take care of Rebekah, he's even promised her dead sister Ella that he will take care of Bek, I'm not sure I like that.  I think this could just be a style of writing and characters that I don't care for.  So keep that in mind when you are thinking about this book.  Some books I really adore (just to give a frame of reference) are The Hunger Games, The Hobbit, Game of Thrones, Jane Eyre, Dead Until Dark, the Guernsay Literary and Potato Peel Pie Society, The Furies of Calderon, Suite Francaise, Percy Jackson and the Lightening Thief, The Passage, Dead Witch Walking and Moon Called.",0,False,False,False,False,True,False,False
Love it.  Good paper stock,1,False,False,False,False,False,False,False
The book has great presentation and color. The recipes look great and appetizing.  Great book to have for fresh recipes while on Keto.,1,False,False,False,False,False,False,False
"My children have become very involved in my reviewing process of late. When a box arrives from Amazon, the customary question is, ""Can I PLEASE open it?""  If I know that I am receiving something appropriate for them to see, I will let them.  WHAT'S UNDER THE BED arrived one day and my nine year old daughter snatched the book and ran into her room to read it. Her expression when she came out was a bit puzzled.  ""Is this supposed to make kids feel better before they go to sleep?""  Then my son became equally interested and promptly grabbed the book before I could take a look and read the book.  His response was, ""What the.....Are you supposed to read this to a kid to make them not feel afraid?  This is a very strange book.""  Well, I could not wait to sit down and take a leisurely look at the book, which I have finally been able to do, and I must agree with my children.  This book is an odd thing to read to a child before bed time.  The illustrations are kind of cute- at first.  The main character is a little tiny bodied boy with a very large head and glasses.  It is interesting to look at him.The colors are shades of gray, black and white with light blue on the boy's body.  In a few places there is a splash of color which is really fun.  There are little things that the child is afraid of that are around the room, from his imagination, but then it crosses over into the obtuse.  As adults it is not common to be afraid of yucky looking monsters, but to a little child who is often irrationally afraid, to put a monster in such detail in a book about going to bed is counterproductive in my opinion.  I know that the author was attempting to be cute when they put the monster in the bed at the end making it afraid of the little boy who found his teddy bear under the bed, but I think it failed.  If the illustrations were made so the monster was a little less extreme and repulsive, it might have worked.  As it is, I think this book is okay until the illustrations of the monsters start in.  They are too frightening for a little kid who might already be afraid of things at night.  This book just did not hit it right for us.  As an aside, when my husband heard the hullabaloo about this book at the table, he took it and read it and his comment was ,"" Are you supposed to read this to a kid to make them feel BETTER at night?  What is this?""  So, I guess it is unanimous here.  Thumbs down on this book for little ones.",0,True,False,False,False,True,False,False
Very disappointed with my purchase and overall experience. Firstly the book came extremely late.  Almost 10days for a prime item. Secondly the book came without the CD that makes it hard to use. Don’t waste your time and money.,0,False,False,False,False,True,False,False
"I love(d) Steve Martin, but I hate this book. After since reading this, I don't hold him in such high esteem anymore.",0,False,False,False,False,True,False,True
"Great Book, fun facts. Shipping prices are great.",1,False,False,False,False,False,False,False
Could have been a great story. Some lurid passages. Too many Happy endings. Character development limited. Writing technique very good. Got bored half way in.,0,True,True,True,True,True,False,False
"Ocean Girl was a family-friendly Australian TV show that lasted for four seasons, although only three seasons were shown in the United States. This novel came out after the first season premiered, and it perfectly captures  the mystery, excitement and wonder of Ocean Girl. Much of the flavour of  the series and its characters has been captured, although translating the  magnificent visuals of the Daintree rainforest does not fare as well.  Still, author Peter Hepworth makes a brave attempt. An example: ""Snow  white sands curved out of sight on either side. Beyond the beach great  strands of rainforest trees grew thick and tall, their trunks interlaced  with vines and creepers. Brilliantly coloured birds flashed from branch to  branch and butterflies the size of bread-and-butter plates flitted through  the air. They made their way inland, Neri leading the way. Each turn of the  track revealed new sights. Dripping clusters of bright tropical flowers.  Little marsupials who sat up on their hind legs like tiny kangaroos and  watched them pass. Huge emerald tree frogs with golden eyes."" Ocean Girl  is an excellent companion to an amazing New Age TV series. Neri's story  will whisk you away to an isolated island paradise and a mysterious past.  Once you start reading this you won't be able to put it down!",1,True,True,True,True,False,False,True
"Like so many others, I loved A Gentleman in Moscow and to a little lesser extent Rules of Civility, so I was eager to start The Lincoln Highway.  Towles is a urban dweller, and knows little about life in rural Nebraska, and those characters were so stereotypical, it almost hurt.  Some characters could be edited out with out and damage to the story line (Sally and Pastor John), and if I were his editor, I would have cut at least 100 pages from the book. The disjointed plot line jumped all over hell and back, and really added nothing to the story, just a bit of literary shenanigans.  In the end, I mostly enjoyed the Woolly and Billy characters, really never warmed up to Emmett, and really cared nothing for Duchess, as he seemed to not care about anybody but himself in the entire book. I have no patience for characters like that and was ready to pack it in half way through the book. Every writer produces a dud, and I hope this was Towles one and only.  PS. Figure out how to write dialogue, these - - and run on sentences were so unnecessary.",0,False,False,False,False,True,False,False
"If you haven't read Crowley, you really really need to.  he will take you to magical places and you will feel perfectly at home there.",1,False,False,False,False,False,False,False
I really enjoyed this book. I hope you’ll write more Eve Ronin books as she is a “kick-ass” deputy. Keep them coming!,1,False,False,False,False,False,False,True
