text,label,rating
I bought this for my son. He says he loves it. I hear it blaring from his bathroom daily.,1,5.0
"I AM always losing earbuds So I don't buy expensive ones. other brands - problems connecting, only I wworks. I have found Tozo very quality & dependable. And they work with only either side in . Battery life good. Until I unvariaby loose them.",1,5.0
Good value for product,1,5.0
WORST EVER,0,1.0
"I bought this for fitness when I walk or ride my bike.  I want the GPS to be as close to accurate as possible.  Well this doesn't even come close.  It has me going in a straight diagonal line.  Basically I'd have to be going through homes, yards etc.  It is depressing because I love everything else about it.  Edit: I actually returned it.  There was an update and I tried it again and it followed me then did the diagonal problem again.  I think the issue is, it tracks you but then stops, then starts again later on.  I ride my bike 25miles and it said I only went 18.",0,1.0
"These earbuds work great.  It has very good sound quality.  They are ugly.  My hair covers most of it, but for men, this would look ridiculous.  I have the red pair.",1,4.0
"not your standard electric ties.  made of very thin, and flimsy material.  possible use is to tie thread together.  not for fat cable wires.",0,1.0
Easy to install but didn't even get a signal sitting 2 inches away from the router.,0,1.0
"Doesn't work really work with my phone, but works well with my Kindle.  The volume control doesn't seem to work, which was disappointing, as it was the main selling point that attracted me (I'm hearing impaired) but I'm reasonably happy with it.",1,4.0
As expected,1,5.0
"Got this, my first HDTV, for $749 total delivered.  Seems like a great deal.  Has the AA01 panel:  PROS:  Very good HD picture, which becomes stunning with good source material (after calibrating the picture); excellent SD picture (better than the good CRT TV it replaced); tons of controls for picture calibration; streaming Netflix is great, the Pandora app has become my household's new source for music of all types, either through the TV speakers or piped to the stereo; ethernet makes upgrading firmware and internet apps very easy; lots of connectivity; easy to set up; light; swivel stand works well; power efficient; doesn't get hot; no noise or buzz; no dead or stuck pixels; has analog audio out jack (important for old A/V receivers); functions as an outstanding computer monitor (with DVI-to-HDMI cable); glossy screen helps picture and repels dust; can't even notice the red ""Touch of Color"" design.  CONS:  Though black levels are generally very good, when the screen and room are both dark you can see some flashlighting around the corners and some bleedthrough of the backlight; very fast motion on screen will cause brief pixelization and loss of picture clarity (has to be very fast motion -- football and other sports look great); picture quality degrades quickly as you move off-center (though not as much as in some other LCD TVs); requires major picture calibration out of the box (I used settings found in reviews of this TV on the web, tweaked them a bit to preference, and the picture's much better, though it's hard to get it right); most of the current internet apps are useless; the factory preset modes are useless.  Overall it's a very good TV, with a picture that can sometimes be mesmerizing.  And I'm glad I paid a bit extra for the C650's internet connectivity and glossy screen.  But my main complaints - backlight bleedthrough, motion pixelization and off-center picture quality - lead me to believe that my next TV might be a plasma.  Sound is adequate, neither a pro or con really.  Four stars.",1,4.0
"I have had several water resistant shower speakers and none, not one, my $600 Samsung Galaxy phone isn't. . . nothing is waterPROOF. It's a lie. Many advertisers and sellers like to claim waterproof status but what they mean is water RESISTANT. IPX7 means a device can survive immersion, up to 1 meter (3 ft 3 in) depth for up to 30 minutes. Let's also be clear here; those tests were with pure, likely purified, filtered water not highly chlorinated pool water. Not salty sea water. Not brackish lake/pond/river water. And also not water containing soaps, shampoos and conditioners. All that. . . stuff in every day water is going to reduce the effectiveness of the water resistance of any device. So, I unbox this and it's light. Lighter than just about any speaker I've used. I look at the specs. . . 3 watts. THREE watts of power? Okay it's supposed to be primarily used in a small enclosed indoor space but it also says it's great for camping, hiking and general outdoors stuff (please, don't blast music when you're hiking, wear headphones, show some respect and restraint). I've never seen a non-novelty speaker that was less than 5 watts. It feels light and cheap and thin. The suction cups; they send two likely expecting one to fail. Neither worked. The best I could get with the cup wet with soapy water, alone, no speaker, stuck to a mirror for maybe five minutes. I can't get these suction cups to stick to my desk. No worries, my shower has a shelf. I turned off my oontz Angle 3 and connected this to my phone using Samsung Music as a player to take advantage of the Dolby Atmos and excellent sound (only PowerAmp sounded better of the half dozen players I tested and PowerAmp is a paid app only) quality it offers. I guess if you wanted noise in the shower this would work. Sound quality was about as bad as you'd expect. Distorted bass, harsh highs, muddy midrange. No EQ settings I tried made this sound good. It's just not worth it. You can for just a little more money get far better sounding water resistant speakers. You should enjoy the music in your shower or bath not suffer with it.",0,2.0
"So far, this cable seems to be holding up very well! Time will tell! The plug ends are very sturdy. The charging time is about average compared to the cable that comes with the iPhone.",1,5.0
I was really excited about getting this for my hubby last year but it is nothing but a pain. It keeps shutting down and requires a complete reboot to each time you wish to use it. I have not been able to find a fix anywhere.  I hear the Roku 2 is good so will probably buy one of those because this one sure is a loser in all ways!,0,1.0
"What do you get when a device is lightweight while it's cabling is heavy and stiff?  Yeah, that old bugaboo.",0,2.0
"No me gusto muy fragil para el precio, muy inestable. Deverdad no era lo que esperaba Lo siento por el review.",0,2.0
How many times do i need to review this? This is my second fire stick 😂,1,5.0
Good Product,1,5.0
Arrived but did not show up in any of my phones or on my computer Didn't work with my phone waited for my new phone did not work in that tried on my computer after I went to best buy to buy a sd card reader for pc it still did not show up  i bought sandisk before and was fine may have gotten a bad one,0,1.0
Happy to have this just in case something happens,1,5.0
"Unpredictable, this is my second unit, red display light goes on and off by itself along with radio. One hour timer does not turn off. Sound is good, fm antenna is sub par. The manual is poorly written with no way to contact seller, Amazon is aware of this problem and correcting it.",0,1.0
"Not all that impressed compared with the Tech Armor case for my Nexus 5.  This one BARELY stretches to the edge of the visible screen, vs covering the whole front of the phone.  What this means is it a) makes it a little more difficult to line up correctly when installing and still cover the whole screen and more importantly, b)  you will have the inevitable slight screen cover lift around the edges which degrades the visual clarity of the edge of the screen.  If they had made this protector even 3mm wider, this would not have been an issue since any lack of clarity you couldn't 'work out' of the protector with your fingers wouldn't effect the area of the screen that you actually view, just the bezel.  Overall, poor design planning.  Unfortunately for this older phone, there aren't as many choices available for glass screen protectors, which are clearly superior to their plastic counterparts.",0,2.0
Only lasted a few weeks and stopped charging.,0,1.0
My tablet fell with it plugged in and it no longer works. Did not last long at all and appears to be very fragile.,0,1.0
"Bought a book from amazon days ago and still can't read it on the kindle. have been to u-tube, google, everywhere..no help..the book shows on kindle, but always asks do I want to stop download? I click no. does it take hours to download books? I'm on WIFI...HELP!!!",0,1.0
Installed on scope and did not work To much gap between phone and scope,0,1.0
"The sound quality is muffled as though you are under water. The headphones feel a little bit sick and bulky around the ears and the headband is non-adjustable, so I'm me it's it's a little wide. There is no noise cancellation as you can hear everything in the environment around you and the sound from the headphones seems to diminish overtime in comparison to your environment. There is no volume adjustment control only a stop-start button on the microphone attachment. Does down my microphone attachment does not work (tried it on my phone & game controller).  The only Advantage is that you don't have to use Bluetooth, everything else about these headphones is trash!",0,1.0
Good product for the price. I use this to listen to music or tv shows off the ipad. I don't use it for phone calls so can't say how well it works for that.,1,5.0
"The protective film does not cover the entire surface of the AirTag. However, I do like the clear and clean look of the case. Day 4. So far so good.",1,5.0
This is perfect for home or travels it works very well. I like having charge port along with the 120v outlets. I will buy another.,1,5.0
"UPDATED: Earlier Review: ""Right out of the box to test use with my Android and Camera. The Android is a Galaxy J7 Crown and on that phone I had put an outer casing to protect it (since the phone on its own is very thin). The Clamp for use with a phone was able to fit snugly over both, but it was very tight. I've since been contacted Ubeesize , voluntarily without my having contacted them, that they can provide a large clamp for the phone due to the phone casing. . Then tried seeing how it would work with a Canon T3i DLSR camera . As can be seen in the images , success! The portion that attaches to the bottom of camera has a nice little 'knob' for screwing in quite tightly (as does the mount for screwing the camera on). These little knobs could be easily missed. In other words,  all fit on 'Tight' in all ways and the legs are very flexible. Will be interested to see all this will come down out in the field, but inside, for common use so far, great. Only thing, I'm afraid I could lose the removable part (detachable base),  as it is very small (Make a mental note)."" UPDATE: A new , larger mount is available that swivels from 'Landscape' to ""Portrait' position without having to remove the camera mount, as it previously was. Would highly recommend this 'improved mount' , also pictured.",1,5.0
It’s expensive but I don’t think it’s worth it. The quality is bad and it’s pretty cheaply made,0,2.0
"Well darn. I was actually excited to get this camera and use it to watch the front door to keep an eye on package deliveries. The unit is sized nicely and easy to handle, but not so big that it screams &#34;camera here!&#34; However, my unit will not connect to the WiFi.  I have tried everything and even took it next door to try their WiFi, thinking maybe something funky was happening with my set up. Nothing. I was able to set it up using a direct Ethernet connection, but that's not useful at all. Being tethered by the cable means I can't use the camera anywhere other than the corner of the living room where the modem/router sits.",0,2.0
I waited a few months to review. My Grandson goes between two houses and carries half his room back and forth and uses it for school. It has HUGE amount of storage and has held up to his use. I cannot even lift the backpack let alone carry it. Great value and product!,1,5.0
Bought this for my Sister. She have 5 feral cats that visit every need and she feeds them. She is loving this camera. It notifies her when the cats show up outside at 2:30 am in the morning. She gets up and opens cans of cat food and pours cereal for them. She watches them eat and play on her front porch. She said it provides great entertainment. Well worth the money.,1,5.0
"I am writing to people know that if you are going to buy a high dollar item go do it local .This item went down on me the 2 nd day asked for a replacement  got one that had been opened  at the very least or shipped then returned then sent to me as replacement at least this one works but I payed 364.00 plus tax a renewed one was selling for 319.00 so I thought it only fair that I payed  used price for replacement.  The manager said send picture ok then said I had to return the one that is working now. I said no to that already have between phone calls and set up time of both computers about 5 hours into save yourself the time and headache trying to explain all this to someone who can't speak English and even told when I wasn't sending the working one back , you don't send back you have to pay for both. What happened to customer service in this country.",0,1.0
Absolutely amazing camera. They could easily charge more than double for it. Very satisified,1,5.0
Product works great & looks great.,1,5.0
I have never seen or used a car charger this small. It doesn't stick out at all which is actually kind of nice. It's also very fast at charging. I was pleasantly surprised at how quickly it charges. I am very happy with it!,1,5.0
"For the most part I have had good fortune with Logitech peripherals. As I write this I am using an MX Ergo trackball which is the best mouse/trackball I have ever used. I looked to the MK470 mouse/keyboard combination with the idea of using it with a laptop running Linux. I had high expectations for the keyboard but lower expectations for the mouse due to the size and shape. Both failed me, but in completely different ways.  I will start with this: this combo does not use a  unifying receiver so if you want to use another peripheral with this combo you’ll need either another USB port or connect via Bluetooth. That’s all right as long as you recognize that up front. It’s a mild disappointment, but it was clear up front so this was not a surprise.  The mouse and the keyboard both have the batteries installed already. The keyboard takes 2 AAA batteries and the mouse takes one AA battery. I question the logic behind using different battery sizes.  I plugged the receiver into my laptop running Linux with the latest kernel, and both peripherals were immediately usable. That’s a plus.  The first problem I have is with the mouse. The mouse works just fine but is such a low-profile device that it is uncomfortable for me to use. I have a travel mouse that actually fits my hand a little better and that says a lot. For someone with very small hands this one will serve acceptably as a basic two-button travel mouse. To be fair, I knew this ahead of time so I cannot complain too much. It does work correctly and in a pinch I can work with it.  The keyboard is a completely different matter entirely. It works just fine – except for the “P” key. For that specific key, I have to bear down very hard to get it to register at all. I tried leaning the keyboard on its side and tapping it gently in case something was caught in the switch and I have tried my best to clean it without disassembly. No matter what I have tried, the “P” key continues to be insensitive to the point of rendering the keyboard unusable.  I really wanted to like this keyboard, and I knew the mouse would be small. Unfortunately, because the keyboard I received doesn’t work properly I can’t use it and can’t rate it favorably. It’s a shame – I imagine I got a bad unit (it happens), but I cannot recommend a product based on an assumption.  UPDATE 10/31/2019:  I popped off the ""P"" key and looked at the mechanism underneath, since the keyboard was not otherwise useful. It does not appear to be broken, damaged or obstructed in any way. For this particular key, the plastic key cover needs a small bead in the center underneath to push down the silicone membrane to make contact. Using a very small piece of tape and a tiny ball (about the size of a pin head) I was able to add such to the key cover to get it working without damaging any parts, without changing the feel while typing, and without spending any money. However, this should not have been necessary as this should have been tested properly before pack-and-ship; my review and rating stand.",0,2.0
wrong item,0,1.0
Overall I am enjoying my new Skylight frame.  It's convenient for family and friends to download pictures immediately.  And the prompt let's you know when they arrive.  The only con I have is that there is an additional yearly cost for videos.,1,5.0
"Impressive camera! The bracket that holds the camera is nice & sturdy. My husband said it was fairly easy to install, though he said that you do need to have some kind of knowledge about electronics. Basically he was saying that I probably wouldn't be able to install it by myself! The picture that it gives is very clear. We really like the &#34;stop&#34; warning feature that it projects on images when you are too close. We didn't have an in dash monitor, so we purchased an inexpensive one on Amazon to go with it. Great purchase!",1,5.0
It didn't last a year before problems were encountered.  Won't play anything but blu-ray discs now.  I replaced it with a panasonic.  I hope it last longer than this player did.,0,1.0
"I bought into the hype and some early favorable 'professional' reviews on this product (and am now convinced the website that posted it was probably paid by Whistler to hype up the release) and purchased it back in late June.  I could have easily gotten a similar quality product for much less...or better yet, spent more and got a better, more reliable unit.  Convinced that it wasn't working as advertised, I purchased a V1, the 'King' of radar detectors, and compared them in my car side by side.  First off, the 78SE gives TONS of false alarms.  Often it would go off when the v1 wasn't making a peep.  Sometimes, it would go crazy when I was out in the middle of a road surrounded by corn fields!  Is this because it is more sensitive?  I think not.  I had tested them on some speed signs set up in my area, and the V1 would go off a 1/4 mile or more before the Whistler made a detection.  A 1/4 mile in the world of radar is an eternity--the difference between getting a ticket and not.  By the time the 78SE starting making weak little burps warning you to start being on the lookout, the V1 was already going off at full blast.  The v1 would also detect the speed radar when it was up and over a hill--presumably from the minute signature bouncing off different objects alongside the road.  Again, not a peep was heard from the 78SE.  I am not saying I expect the 78SE to be as good as a $400 V1.  I do, however, expect the performance to be enough to serve its purpose, which is warning you of radar before the cop has your speed.  This detector simply won't do that, which makes owning it more or less pointless IMO.  The numerous false alerts make you on guard when you don't need to be, and eventually you will simply ignore all the warnings--even the legitimate ones.  When the real threats arise, it is doubtful you will know before the cop has your speed--MAYBE it will provide a small benefit in the most optimal conditions (a flat road going perfectly straight)...but how often is that the case?  Save your hard earned $$ for a detector that will work...or if your dead set on spending less than $200, do more research and see if you can find something better or at least cheaper!",0,1.0
If your an out of towner like me this is wonderful,1,5.0
"charged one time, then would not charge again",0,1.0
"I initially had a more vertical mouse, but wanted one with the thumb-accessible back/forward buttons. Since this one is a bit smaller than the more vertical model, My scrolling finger doesn't line up as well but it wasn't a big deal. I really liked this mouse. But I'm highly disappointed that the charging cable does not work. I have tried several different times on several sources of power and it just will not charge.  Update: I decided to give 5 stars because the company has really excellent customer service and gave me a refund. I do think that maybe I have just been unlucky with it, but I have had other mouse purchases in the past with really terrible customer service. I think for the price and for the benefits as well as customer service experience, you should purchase this item, and I would recommend it.",1,5.0
"Worked really well for 8 months, then quit working",0,2.0
"I have had a 22 inch HP monitor for 15 years and thought it was great, developed white screen of death so need to replace. After reading all the reviews about poor quality service from HP I decided not to buy from them.  Before you waste your money read all the reviews.",0,1.0
"I realize this was a cheap item, manufactured over seas, but after reading many of the reviews, I took a chance anyway. First issue was, like many other reviewers, it was shipped without the USB power cord. I emailed the seller to inform them but as an IT guy, i have tons of these around the house so it wasn't too big of a deal. After getting it all hooked up to an old fashion tube tv, like many others, the screen was black and white, flickering and illegible. i hooked it to a flat screen tv, changed it to NTSC, and was able to see the on screen menu but no picture, only gray bars. I tweaked all the menu options but was never able to see a picture. I made note of the options and reconnected it to my tube TV but after more than 45 minutes trying every combination of options i could, i was never able to get a picture. i've already printed a return label and will send it back tomorrow.  Update: after requesting a return from Amazon and shipping the unit back, I received a response from the seller (keep in mind he did not know that the unit didn't work, only that it did not come with a power cord) His suggestion was to ask Amazon for a refund and order another unit. So let us assume the unit actually did work, He would have wanted me to initiate a return with amazon, print out a label, drop the item off at UPS, spend more money (until i get my refund) to order another unit and cross my fingers that the new one comes with all the pieces. Why not do what any respectable business would do and just send me a power cord?",0,1.0
"I have an mp3 player that has only a USB-C port. It came with USB-C headphones as well as a 3.5mm adapter for regular headphones that we promptly lost.  I really wanted this to replace those, however I tried with several pairs of headphones and NONE of them had sound using this adapter. It detected that headphones were connected, but no sound came out. Very disappointed.",0,1.0
"This I don’t think was worth the money. It said the hdmi went into the tv and the 3 rca cords went into tv, and it didn’t work. I really wAnt my dvd to work and it didn’t. I think the cords went then other way around. HDMI go in dvd and rca’s go in tv. That’s not what I wanted. It said it went the other way.",0,1.0
"You get a table top stand and a table top light.  That's great.  But it's kinda cheapy feeling plastic and the phone grip is very hard to use/clip.  You have to man handle the stretch and while doing that manage to get your phone in.  Eh. Also the feet of the stand are wonky - don't adjust.  But do close up for storage really easily.  There is a switch wired into the light - you can change the brightness (about 4 different levels) and the warm or whiteness (again, about 4 choices).  It is working right now... but I am going to look as some other options.",1,4.0
Charger works fine.,1,5.0
Even though this is a small handheld light it's still very bright for The size.It has different modes That you can use. Fits very well on a keychain. Small enough to keep in your car for emergencies as well.,1,5.0
Love Otterbox cases. These have protected my 7 & 9 year old's IPods with lots of drops & wear & tear.,1,5.0
Cheap,0,1.0
Doesn't work for long. Anything I plug into it doesn't have a connection after a few minutes. Such a waste.  Update: received a second one that did the exact same thing.,0,1.0
"First, I do NOT receive compensation of ANY kind for my reviews...I purchased this detector for my sedan.  It is pretty large compared to my other detectors, but not terribly so.  I have provided some pics with a ruler so you can consider.  It came with an &#34;accessory&#34; kit... but honestly, it doesn't really need it as it comes with the cord and suction cup windshield attachment. It doesn't come with a lot of instructions, but it's pretty easy to figure out how settings work. I do find it nice to have a spare cord (in the accessory kit) - they don't last forever.  The cord comes with an easily reachable &#34;mute&#34; button.  Nice if your windshield is deep and therefore more inconvenient to reach.  Although, I usually keep my detectors on &#34;auto mute&#34; so after a few beeps it stops.It has a phone jack connector (see pic) which is different for me - but doesn't seem to effect it's use.  One of the nicest things I can say so far about this detector is that the screen is BRIGHT and inset.  So it is VERY easy to read when it's silent.  An important feature to me.  It also came with a lovely case.  I included a pic of the outside with measurements and an inside view of the case.  The suction cup windshield attachment has a very easy to use &#34;release&#34; button so you can leave the suction cups just were they need to be, collect the detector, place in it's case and take it with you.  In Arizona it gets super hot.  So even though I have a carport, I take my detector inside or with me 99% of the time if I will be longer than 30 minutes.  So far, it seems to do what a radar detector is meant to do, reminding me to take my foot off the gas pedal. It is also good to note that if you are hit with a laser, it's too late before you hear the alarm.  I never hesitate to update my reviews if updated info would be helpful. And just a reminder, I do NOT receive compensation of ANY kind for my reviews.",1,5.0
Love this kindle so much and works so well when I’m outside.,1,5.0
Stopped working after a couple of weeks. Useless now.,0,1.0
awsome. . .just what I was looking for. . .came on time; works great; going to have to order more for friends,1,5.0
The left button stopped working after a day,0,1.0
I canceled my order when they emailed me after the purchase and said this could damage your iPad if you don’t have a hard case on your iPad. When I don’t and I’m not buying one so I want going to strap my device to something with cord so powerful they could crush/dent/damage my iPad. Sounds like a redesign is in order or free hard case with purchase!!!,0,2.0
Works just fine.,1,5.0
"Great Belkin backpack for the price. Its lite weight till you fill it up.  The inside has a big pocket for your laptop. My husband put his large ipad in there. below that is a smaller pocket for accessories.On the other side is a mesh large zipper pocket. On the front is a zipper pocket, and near the top is a small zipper pocket you can put your hand into ., Plus the double zipper to open the inside side, which is large and easy to pull anything your want out from the inside.  The color gray is for a Women or a Man. It is all padded and comfortable to wear, or grab a hold of.",1,5.0
This player only worked for 3 weeks.  Its already broken,0,1.0
"If you are looking for a USB cable to install updates on the Escort 9500ix, this is the one. I know I found only one site that mentioned the need for this cable type for the RD, so I am mentioning that fact here. Even after ordering it, I was not sure if it would be a perfect fit. It is.  A couple of sites mentioned that the type of cable used with a digital camera would work with the 9500ix. Well the one I have would not have done the job, and I am very glad I did not try to force the matter. The mini-B end of the Amazon cable is a perfect fit for the Escort Passport 9500ix.  Beyond that, Amazon can be proud of itself for putting its name on what I believe is an excellent cable: sturdy, well made. Certainly worth more than what Amazon asks for it. If all of Amazon's USB cables are as good as this one, you need never look elsewhere whenever you need such an item!",1,5.0
"I've accumulated numerous Echo devices ever since I was given the opportunity to purchase the 1st generation Echo at the pre-production price of $99 a few years back.  Always impressed and always satisfied until I purchased the 3rd generation Echo Dot with Clock and added it to my home network.  In spite of all of my other Echoes continuing to work just perfectly, this particular 'Dot with Clock' will provide my new brief but after ~2 minutes the news story (in progress) simply stops and I am informed that ""---- is not available at this time"".  Not sure if this is a conspiracy or if it is a glitch in the software for this Dot... Either way, it is disappointing, and none of the online solutions are helpful as I've deleted, re-added, reset and renewed the Dot and all of my news subscriptions.  It's a nice clock and it does play music (I'm a Prime member) stations, but I have always looked forward to my news brief each morning and this has definitely been a disappointment.",0,2.0
Great speed and average physical size. It's pretty light weight. Probably not the most durable case but this is really just a value flash drive and a good price. I use to put movies on and other media.,1,4.0
Two of the buttons are different but work real well. Perfect replacement for a LD tv.,1,5.0
Excellent product. Good price. Charge fast  Haven't had long enough to comment on battery life.,1,5.0
This stand was so inexpensive and it works great!,1,5.0
"I purchased these because I needed a short power strip that included some USB ports and that didn't look too awful on my bathroom counter.  This works.  The cord is a sort of braided silver/gray - goes great on my white/gray marble counter in my bathroom.  The base is basically white - the plug itself is white - so the photos provided are accurate. It's not huge but just makes it a little easier to have more than one thing plugged in.  I am pretty happy with them at this point, however, I never hesitate to update my reviews should new info seem useful.",1,5.0
Best product I’ve ever had for my tv. I won’t use anything else.,1,5.0
Great product and great delivery.,1,5.0
Great headsets. Comfortable. Great sound quality.,1,5.0
"As with many people, we have a stack of old VHS family videos. Several years ago, my husband took our small camcorder tapes somewhere and had them digitized, but we still had at least a dozen VHS ones. We also have a couple of Beta tapes we need to convert, too. My husband is pretty good with technology and was able to get this working. It did take him a while to do so. He also had to look online for tips and suggestions. But in the end, it worked, so that's good. It is a time consuming project, but it's been wonderful to actually see these old tapes again! Before we could even use this, we had to track down a VHS VCR. I wish there was an easier way to do it, but we are pleased that this did the job.",1,4.0
"My husband spends a lot of time on the phone for work. He has been using these for phone calls since his headset has been failing him. For the most part, these have been doing well on his calls. Phone quality is above average, but not as good as the headset. They are really good for listening to podcasts and music. He has worn them while on the eliptical machine without any problems. Noise cancellation is good, but could be improved. They are comfortable to wear for long periods of time.",1,4.0
"This is much higher quality than expected. Doesn't sag like other long extension mounts I've used. It's a bit difficult to extend and retract, but I think that's a good thing so it's not flopping all over. Highly Recommended!",1,5.0
"My son likes it,holding up well considering how much weight he puts in it.So far so good!",1,4.0
This is the BEST keyboard ever! Easy to use good looking and great features.,1,5.0
My husband needed this for a special charger and reports it works exactly as it should.,1,5.0
These micro USB cables are durable. I like the braided colors which stand out. They have a snug fit that doesn't wiggle. The length is good. I am very pleased with these charging cables.,1,5.0
Great battery,1,5.0
Feels cheap. That's why I bought it though for the price. The top part that hold your phone is slightly flimsy. Other than that I like it.,1,5.0
[[VIDEOID:2ca09166dd2d2c5fbc348ae89e324b34]] As you can see by the video it is not a full fit.  I want something that is going to look good and protect my expensive headset.,0,1.0
awesome,1,5.0
This is way better than I ever though it could be. Bought it for a room that only uses a tv rarely. Now we seem to be watching it more often. The sound is even good.,1,5.0
I enjoyed using this camera. I purchased a package of NiMH AA batteries to use with it. After exchanging the batteries about six times the battery compartment door broke. I see by reading other reviews that this is a common problem. I'm afraid to purchase another Nikon camera.,0,1.0
"I did not purchase these from Amazon but instead at Kohl's (I had a gift certificate to use there) however it is the same product so thought it was worth sharing on Amazon as well.  Coming from Reolink products - which need some work too - these Blink's are awful. From image problems in the evenings (everything blurs with seemingly moisture in the lens, to faulty software - notifications stopped working after the first day (despite trying all the recommended fixes).. Plus, do not like the interface - can only see one camera at a time, has missed capturing all events I put it outside for (cat movement). Playback (which I don't get until the next day) just loops the entire day so quickly you cannot see what was recorded. Right now I am on the 30 day free cloud trial. I am not subscribing so plugged in a usb initially to record events. The software never shows the control tab to get to the USB recordings. The free trial sign blocks it. So I removed the USB until the trial is over and will update this review then, when I start using that for monitoring. Also, there are no snapshot images - just video. I have looked online at their site for these issues and have checked all settings as they recommend - still no solution. Does not handle changes in daylight well. Either blinds out the image or turns it all blue at dusk just to be obscured once it is nighttime by condensation (see attached snapshot of video notifications - top is actually night time video, one below it is dus, one below that is daytime). Fortunately, I got these just to keep an eye on my cats in my yard. I would not use these for any serious security purposes. The only positive is that if you are watching a live view during the daytime, it is pretty decent image. However, annoying that Live View constantly asks if you want to continue in live view after only about 5 seconds. It should stay on live view until I turn it off. - maybe it is a battery thing but annoying as it interrupts what I am viewing.",0,1.0
"This product is extremely poorly made. The bottom would not snap into my computer. I have the new 2020 MacBook Air 13 inch. It seems like it was either made for a different laptop or it’s of such low quality that it’s a crapshoot whether it fits or not. The one that fits on top is fine. The bottom is the problem. If you snap in one side the other side pops out and vice versa. Also, if both pieces are on, opening the laptop will pop off the bottom piece. Look for something better.",0,1.0
"The device worked well for me, but after 4 months, they shut off my Magicjack for violation of terms of service.  It took a bit of effort to find out what was violated and they claimed excessive use.  There is no support number; you have to get support online only with live chat or from their knowledge base.  There is a billing questions number and you can call that.  That's the only way to get a live person, but they only want you to call it for billing questions.  The problem is you have no idea what constitutes excessive use or when you might be exceeding their limits.  The terms of service says if your usage exceeds 20 times more than the average customer or more than 50 calls a day you have violated the terms.  The 50 calls is easy to quantify, but what about the 20 times more than the average?  The terms also say it is not limited to just this criteria, so you have no clue what other criteria they might use to decide that you have had excessive use.  There is no way to know what that is.  Instead of just suspending your service for a while, they cut you off permanently with no recourse.  You lose any remaining time you may have paid for.  If you are a light phone user, MagicJack may be okay for you, but don't expect to be on the phone for a lot of time or they may cut you off for excessive use, with no recourse, since you must agree to the terms of service.  I would never get this device again.  Read those terms of service before you agree to use this device.",0,1.0
These are no good. They take batteries and the red light is always on so I can’t imagine how quickly they go through batteries. They also look pretty fake. I ended up returning them.,0,2.0
Love it; Love it; Love it!  I got the Kindle Fire for Christmas.  I've had a Kindle for a number of years and loved it but the Kindle Fire is even better!  I like the features and I REALLY like the size.  It fits in all my purses which means I can easily take it anywhere.,1,5.0
Charges for awhile then stops. Not sure why.  Too bad because I was looking forward to having the longer cord.,0,2.0
"Works for charging. However, does not work with CarPlay applications. This cable fails on CarPlay where other cables have no problems.",0,2.0
"Returned to a staple. Screen tanked, turned  green.  holdp change of $400 plus on my cc, get second one which of course is ALWAYS refurbished,  now lose 4%battery unused every 20 minutes,  no wireless battery charging.  Seems like they haven't improved much with new models either. Specifically wanted no bloatware phone but moto may as well uber me directly to Apple store which I've avoided.I don't have time for their epic failure and just Google the videos and instructions.  That's how bad the battery and intentional selling of a known screen  issue was when I bought . How many employees gave good reviews because I hate Samsung but Motorola has REALLY failed including rude reps even when I give them a case number. Huge lose.",0,1.0
Nice and small with huge amount of storage. Seems to plug and play with Win 10 pretty quick. Trusted brand. Definitely would recommend this drive. I have a 64GB that has had some comparability issue so I'm interested to see if I experience those with this down the road.,1,5.0
I love this product!,1,5.0
"Great book holder. It's soft and squishy, not firm, so you can arrange it to fit on your lap. If you want a hard and sturdy book holder, look elsewhere. I like the versatility of the shape of it. It can squish into a suitcase easily for travel too.",1,5.0
I like the size. Works good. Havent figured out motion detection yet. Really good night vision. Wasn't happy with the fact you have to purchase extra recording monthly,1,5.0
"No, I will not be reviewing camera specs, aperture, sensor size, etc.  This is purely a toy camera that happens to print on thermal receipt paper.  As such, this camera does what it says.  It takes pictures and can immediately print them out in black and white on receipt paper or stickers.  For this purpose, the pixel count on this camera is enough.  But what if you wanted to download the picture because it is actually worth keeping?  That's when you'll discover that even pictures from the cheapest smartphone looks better.  Should one expect that the camera would be any good?  No but you are expected to spend $100 for this device.  The pictures really should be useable outside of printing on to receipt paper, right?  So the problem is with the price charged vs what you get.  Camera technology has gotten much cheaper (the raspberry pi camera unit costs $20 and takes MUCH better pictures than this) and a thermal printer is not going to justify the price of this device.  With that said, if you can get over this aspect, this camera is a neat little toy that kids can have fun with around the house or with friends.  As I said, just don't expect to be able to use the pictures for much else.  What a shame it would be if the kid takes a very interesting picture but the resulting file is just unusable.",0,2.0
